Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
SNORD115-40,"Small Nucleolar RNA, C/D Box 115-40",RNA Gene,14,GC15P043975,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-40
SNORD115-43,"Small Nucleolar RNA, C/D Box 115-43",RNA Gene,14,GC15P043981,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-43
SNORD115-8,"Small Nucleolar RNA, C/D Box 115-8",RNA Gene,14,GC15P025184,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-8
MIR4260,MicroRNA 4260,RNA Gene,13,GC01M209623,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4260
SNORD115-10,"Small Nucleolar RNA, C/D Box 115-10",RNA Gene,13,GC15P025187,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-10
SNORD115-11,"Small Nucleolar RNA, C/D Box 115-11",RNA Gene,13,GC15P025189,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-11
SNORD115-12,"Small Nucleolar RNA, C/D Box 115-12",RNA Gene,13,GC15P025191,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-12
SNORD115-13,"Small Nucleolar RNA, C/D Box 115-13",RNA Gene,13,GC15P043990,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-13
SNORD115-15,"Small Nucleolar RNA, C/D Box 115-15",RNA Gene,13,GC15P025197,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-15
SNORD115-17,"Small Nucleolar RNA, C/D Box 115-17",RNA Gene,13,GC15P025201,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-17
SNORD115-19,"Small Nucleolar RNA, C/D Box 115-19",RNA Gene,13,GC15P025204,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-19
SNORD115-20,"Small Nucleolar RNA, C/D Box 115-20",RNA Gene,13,GC15P025206,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-20
SNORD115-22,"Small Nucleolar RNA, C/D Box 115-22",RNA Gene,13,GC15P025209,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-22
SNORD115-23,"Small Nucleolar RNA, C/D Box 115-23",RNA Gene,13,GC15P043971,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-23
SNORD115-25,"Small Nucleolar RNA, C/D Box 115-25",RNA Gene,13,GC15P025215,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-25
SNORD115-26,"Small Nucleolar RNA, C/D Box 115-26",RNA Gene,13,GC15P043997,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-26
SNORD115-29,"Small Nucleolar RNA, C/D Box 115-29",RNA Gene,13,GC15P043988,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-29
SNORD115-3,"Small Nucleolar RNA, C/D Box 115-3",RNA Gene,13,GC15P025174,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-3
SNORD115-30,"Small Nucleolar RNA, C/D Box 115-30",RNA Gene,13,GC15P043989,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-30
SNORD115-31,"Small Nucleolar RNA, C/D Box 115-31",RNA Gene,13,GC15P043991,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-31
SNORD115-32,"Small Nucleolar RNA, C/D Box 115-32",RNA Gene,13,GC15P043992,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-32
SNORD115-33,"Small Nucleolar RNA, C/D Box 115-33",RNA Gene,13,GC15P043993,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-33
SNORD115-34,"Small Nucleolar RNA, C/D Box 115-34",RNA Gene,13,GC15P043995,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-34
SNORD115-35,"Small Nucleolar RNA, C/D Box 115-35",RNA Gene,13,GC15P043999,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-35
SNORD115-36,"Small Nucleolar RNA, C/D Box 115-36",RNA Gene,13,GC15P044000,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-36
SNORD115-38,"Small Nucleolar RNA, C/D Box 115-38",RNA Gene,13,GC15P043973,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-38
SNORD115-39,"Small Nucleolar RNA, C/D Box 115-39",RNA Gene,13,GC15P043974,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-39
SNORD115-4,"Small Nucleolar RNA, C/D Box 115-4",RNA Gene,13,GC15P025176,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-4
SNORD115-41,"Small Nucleolar RNA, C/D Box 115-41",RNA Gene,13,GC15P043978,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-41
SNORD115-42,"Small Nucleolar RNA, C/D Box 115-42",RNA Gene,13,GC15P043979,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-42
SNORD115-44,"Small Nucleolar RNA, C/D Box 115-44",RNA Gene,13,GC15P043982,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-44
SNORD115-5,"Small Nucleolar RNA, C/D Box 115-5",RNA Gene,13,GC15P025178,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-5
SNORD115-6,"Small Nucleolar RNA, C/D Box 115-6",RNA Gene,13,GC15P025180,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-6
SNORD115-7,"Small Nucleolar RNA, C/D Box 115-7",RNA Gene,13,GC15P043972,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-7
SNORD115-9,"Small Nucleolar RNA, C/D Box 115-9",RNA Gene,13,GC15P025185,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD115-9
SPDYE8,Speedy/RINGO Cell Cycle Regulator Family Member E8,Protein Coding,13,GC07M073022,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE8
GOLGA8EP,"Golgin A8 Family Member E, Pseudogene",Pseudogene,12,GC15M022424,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA8EP
PRSS40A,Serine Protease 40A (Pseudogene),Pseudogene,12,GC02P137298,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS40A
PWARSN,"Prader Willi/Angelman Region RNA, SNRPN Neighbor",RNA Gene,12,GC15P043958,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWARSN
SPDYE10,Speedy/RINGO Cell Cycle Regulator Family Member E10,Protein Coding,12,GC07M073115,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE10
SPDYE12,Speedy/RINGO Cell Cycle Regulator Family Member E12,Protein Coding,12,GC07M075090,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE12
SPDYE14,Speedy/RINGO Cell Cycle Regulator Family Member E14,Protein Coding,12,GC07P075237,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE14
BICDL3P,"BICD Family Like 3, Pseudogene",RNA Gene,11,GC07P076009,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BICDL3P
GTF2IP4,General Transcription Factor IIi Pseudogene 4,Pseudogene,11,GC07P075758,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2IP4
MIR5688,MicroRNA 5688,RNA Gene,11,GC03P085436,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5688
NPAP1L,Nuclear Pore Associated Protein 1 Like,Pseudogene,11,GC16M060359,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPAP1L
SPDYE9,Speedy/RINGO Cell Cycle Regulator Family Member E9,Protein Coding,11,GC07M073116,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE9
SPDYE13,Speedy/RINGO Cell Cycle Regulator Family Member E13,Protein Coding,10,GC07P075894,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE13
SPDYE15,Speedy/RINGO Cell Cycle Regulator Family Member E15,Protein Coding,10,GC07P075335,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE15
WHSC1L2P,"Wolf-Hirschhorn Syndrome Candidate 1-Like 2, Pseudogene",Pseudogene,10,GC17M043718,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WHSC1L2P
RNU12-2P,"RNA, U12 Small Nuclear 2, Pseudogene",Pseudogene,9,GC0XP047628,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU12-2P
EIF4HP1,Eukaryotic Translation Initiation Factor 4H Pseudogene 1,Pseudogene,8,GC07M027456,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4HP1
ENSG00000266919,Hsa-Mir-423,Uncategorized,8,GC17M045030,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000266919
AZF1,Azoospermia Factor 1,Genetic Locus,6,GC0YU990003,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZF1
WBSCR23,Williams-Beuren Syndrome Chromosome Region 23,RNA Gene,6,GC07P074532,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WBSCR23
ANCR,Angelman Syndrome Chromosome Region,Uncategorized,5,GC15U990003,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANCR
ENSG00000255174,Wolf-Hirschhorn Syndrome Candidate 1-Like 1 (WHSC1L1) Pseudogene,Pseudogene,5,GC08P011999,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000255174
WBSCR2,Williams-Beuren Syndrome Chromosome Region 2,Uncategorized,5,GC07U990122,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WBSCR2
LOC106029312,Williams-Beuren Syndrome Medial Block B Recombination Region,Biological Region,4,GC07P074733,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106029312
AGMX2,"Agammaglobulinemia, X-Linked 2 (With Growth Hormone Deficiency)",Genetic Locus,3,GC0XU990004,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGMX2
EGID-105180392,Beta-Globin 3' Hypersensitive Site 1,Biological Region,3,GC11P005203,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGID-105180392
ENSG00000224410,Wolf-Hirschhorn Syndrome Candidate 1 (WHSC1) Pseudogene,Pseudogene,3,GC02P125823,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000224410
LOC100421446,Nuclear Receptor Binding SET Domain Protein 3 Pseudogene,Pseudogene,3,GC08P011998,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100421446
LOC106029311,Williams-Beuren Syndrome Centromeric Block B Recombination Region,Biological Region,3,GC07P075760,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106029311
LOC106029313,Williams-Beuren Syndrome Telomeric Block B Recombination Region,Biological Region,3,GC07P075074,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106029313
LOC106728418,LEP 5' Regulatory Region,Biological Region,3,GC07P128238,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106728418
LOC107133509,NUP98-NSD3 Recombination Region,Biological Region,3,GC08P038331,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107133509
LOC108228208,7q11.23 Proximal Recombination Region,Biological Region,3,GC07P075442,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108228208
LOC108228209,7q11.23 Distal Recombination Region,Biological Region,3,GC07P076626,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108228209
WHCR,Wolf-Hirschhorn Syndrome,Genetic Locus,3,GC04U990055,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WHCR
DEL17Q11.2,Chromosome 17q11.2 Deletion Syndrome,Genetic Locus,2,GC17U901703,0.29627642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEL17Q11.2
CTSB,Cathepsin B,Protein Coding,55,GC08M011842,0.281767398,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSB
GGPS1,Geranylgeranyl Diphosphate Synthase 1,Protein Coding,47,GC01P235327,0.281767398,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGPS1
CASP7,Caspase 7,Protein Coding,52,GC10P113679,0.263569266,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP7
IRAK1,Interleukin 1 Receptor Associated Kinase 1,Protein Coding,52,GC0XM154010,0.24401772,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAK1
CASP9,Caspase 9,Protein Coding,49,GC01M015491,0.24401772,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP9
ACVR2A,Activin A Receptor Type 2A,Protein Coding,50,GC02P147844,0.222756684,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR2A
AGER,Advanced Glycosylation End-Product Specific Receptor,Protein Coding,49,GC06M032180,0.222756684,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGER
EPDR1,Ependymin Related 1,Protein Coding,40,GC07P037926,0.217929155,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPDR1
RPS27P4,Ribosomal Protein S27 Pseudogene 4,Pseudogene,6,GC03P040761,0.217929155,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27P4
GSK3B,Glycogen Synthase Kinase 3 Beta,Protein Coding,52,GC03M119821,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B
TYRO3,TYRO3 Protein Tyrosine Kinase,Protein Coding,52,GC15P041557,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYRO3
CYLD,CYLD Lysine 63 Deubiquitinase,Protein Coding,51,GC16P050742,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYLD
DHFR,Dihydrofolate Reductase,Protein Coding,51,GC05M080626,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHFR
MAPK11,Mitogen-Activated Protein Kinase 11,Protein Coding,51,GC22M050263,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK11
MAPK12,Mitogen-Activated Protein Kinase 12,Protein Coding,51,GC22M059568,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK12
MAPK13,Mitogen-Activated Protein Kinase 13,Protein Coding,51,GC06P087897,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK13
ACLY,ATP Citrate Lyase,Protein Coding,50,GC17M041866,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACLY
MAP2K6,Mitogen-Activated Protein Kinase Kinase 6,Protein Coding,50,GC17P069414,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K6
NR1D1,Nuclear Receptor Subfamily 1 Group D Member 1,Protein Coding,50,GC17M040092,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1D1
CLDN1,Claudin 1,Protein Coding,48,GC03M190305,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN1
HDAC7,Histone Deacetylase 7,Protein Coding,48,GC12M047782,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC7
RPS6KA5,Ribosomal Protein S6 Kinase A5,Protein Coding,48,GC14M090847,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA5
CAST,Calpastatin,Protein Coding,47,GC05P096525,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAST
CPN1,Carboxypeptidase N Subunit 1,Protein Coding,47,GC10M100042,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPN1
MAP2K5,Mitogen-Activated Protein Kinase Kinase 5,Protein Coding,47,GC15P120470,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K5
MAP2K7,Mitogen-Activated Protein Kinase Kinase 7,Protein Coding,47,GC19P007903,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K7
SALL1,Spalt Like Transcription Factor 1,Protein Coding,47,GC16M051135,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SALL1
BAMBI,BMP And Activin Membrane Bound Inhibitor,Protein Coding,46,GC10P028685,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAMBI
EYA4,EYA Transcriptional Coactivator And Phosphatase 4,Protein Coding,46,GC06P133240,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EYA4
NLRP12,NLR Family Pyrin Domain Containing 12,Protein Coding,46,GC19M053793,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP12
DNM3,Dynamin 3,Protein Coding,45,GC01P171861,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM3
LILRB1,Leukocyte Immunoglobulin Like Receptor B1,Protein Coding,45,GC19P070463,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRB1
NOX1,NADPH Oxidase 1,Protein Coding,45,GC0XM100843,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOX1
PHB2,Prohibitin 2,Protein Coding,45,GC12M006965,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHB2
CBR3,Carbonyl Reductase 3,Protein Coding,44,GC21P036176,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBR3
ERC1,ELKS/RAB6-Interacting/CAST Family Member 1,Protein Coding,44,GC12P000972,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERC1
HAPLN1,Hyaluronan And Proteoglycan Link Protein 1,Protein Coding,44,GC05M083637,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAPLN1
MATN1,Matrilin 1,Protein Coding,44,GC01M030711,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MATN1
CAB39,Calcium Binding Protein 39,Protein Coding,43,GC02P230712,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAB39
EDIL3,EGF Like Repeats And Discoidin Domains 3,Protein Coding,43,GC05M083940,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDIL3
LILRB2,Leukocyte Immunoglobulin Like Receptor B2,Protein Coding,43,GC19M068422,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRB2
NME8,NME/NM23 Family Member 8,Protein Coding,43,GC07P037889,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME8
PAEP,Progestagen Associated Endometrial Protein,Protein Coding,43,GC09P135561,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAEP
PRSS23,Serine Protease 23,Protein Coding,43,GC11P086791,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS23
ABCF2,ATP Binding Cassette Subfamily F Member 2,Protein Coding,42,GC07M151211,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCF2
CDKAL1,CDK5 Regulatory Subunit Associated Protein 1 Like 1,Protein Coding,42,GC06P020534,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKAL1
HOXA7,Homeobox A7,Protein Coding,42,GC07M027153,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA7
PKIA,CAMP-Dependent Protein Kinase Inhibitor Alpha,Protein Coding,42,GC08P078517,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKIA
CRIM1,Cysteine Rich Transmembrane BMP Regulator 1,Protein Coding,41,GC02P036355,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIM1
INSIG2,Insulin Induced Gene 2,Protein Coding,41,GC02P118088,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSIG2
IRX3,Iroquois Homeobox 3,Protein Coding,41,GC16M054283,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRX3
LILRB3,Leukocyte Immunoglobulin Like Receptor B3,Protein Coding,41,GC19M054216,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRB3
LILRB4,Leukocyte Immunoglobulin Like Receptor B4,Protein Coding,41,GC19P054643,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRB4
SMG6,SMG6 Nonsense Mediated MRNA Decay Factor,Protein Coding,41,GC17M002059,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMG6
IL36A,Interleukin 36 Alpha,Protein Coding,40,GC02P113005,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL36A
NTAN1,N-Terminal Asparagine Amidase,Protein Coding,40,GC16M015037,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTAN1
PDXDC1,Pyridoxal Dependent Decarboxylase Domain Containing 1,Protein Coding,40,GC16P014974,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDXDC1
PPP6R3,Protein Phosphatase 6 Regulatory Subunit 3,Protein Coding,40,GC11P068460,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP6R3
RIN3,Ras And Rab Interactor 3,Protein Coding,40,GC14P092513,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIN3
VASH1,Vasohibin 1,Protein Coding,40,GC14P076761,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VASH1
CENPW,Centromere Protein W,Protein Coding,38,GC06P126339,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPW
DCAF6,DDB1 And CUL4 Associated Factor 6,Protein Coding,38,GC01P167863,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF6
BET1L,Bet1 Golgi Vesicular Membrane Trafficking Protein Like,Protein Coding,37,GC11M003865,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BET1L
TADA1,Transcriptional Adaptor 1,Protein Coding,36,GC01M166826,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TADA1
RSPH14,Radial Spoke Head 14 Homolog,Protein Coding,35,GC22M023059,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSPH14
TMEM263,Transmembrane Protein 263,Protein Coding,34,GC12P106955,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM263
C1orf112,Chromosome 1 Open Reading Frame 112,Protein Coding,33,GC01P169662,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf112
CCDC34,Coiled-Coil Domain Containing 34,Protein Coding,33,GC11M027327,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC34
LEKR1,"Leucine, Glutamate And Lysine Rich 1",Protein Coding,33,GC03P156825,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEKR1
METTL18,Methyltransferase Like 18,Protein Coding,33,GC01M169792,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL18
XKR9,XK Related 9,Protein Coding,33,GC08P070669,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XKR9
PTX4,Pentraxin 4,Protein Coding,31,GC16M001485,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTX4
MIR107,MicroRNA 107,RNA Gene,22,GC10M089600,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR107
CBR1-AS1,CBR1 Antisense RNA 1,RNA Gene,14,GC21M036070,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBR1-AS1
RPS4XP9,Ribosomal Protein S4X Pseudogene 9,Pseudogene,8,GC06P126683,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS4XP9
RPL36AP25,Ribosomal Protein L36a Pseudogene 25,Pseudogene,7,GC06M020747,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL36AP25
LOC102724072,Uncharacterized LOC102724072,RNA Gene,5,GC02P054433,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102724072
LOC110408762,CYP17A1 Promoter,Biological Region,3,GC10P102837,0.210629255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110408762
TRPM6,Transient Receptor Potential Cation Channel Subfamily M Member 6,Protein Coding,47,GC09M074725,0.208578557,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM6
EZH2,Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit,Protein Coding,56,GC07M148807,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH2
NOS1,Nitric Oxide Synthase 1,Protein Coding,51,GC12M117208,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS1
SMAD6,SMAD Family Member 6,Protein Coding,49,GC15P066702,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD6
GPD1,Glycerol-3-Phosphate Dehydrogenase 1,Protein Coding,47,GC12P050123,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPD1
SMURF1,SMAD Specific E3 Ubiquitin Protein Ligase 1,Protein Coding,47,GC07M099027,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF1
TRAF3IP2,TRAF3 Interacting Protein 2,Protein Coding,47,GC06M111555,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF3IP2
CFLAR,CASP8 And FADD Like Apoptosis Regulator,Protein Coding,46,GC02P201117,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFLAR
SMURF2,SMAD Specific E3 Ubiquitin Protein Ligase 2,Protein Coding,46,GC17M064542,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF2
CARTPT,CART Prepropeptide,Protein Coding,45,GC05P071719,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARTPT
NMUR2,Neuromedin U Receptor 2,Protein Coding,44,GC05M152391,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMUR2
TNFSF14,TNF Superfamily Member 14,Protein Coding,44,GC19M006663,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF14
OMD,Osteomodulin,Protein Coding,43,GC09M095325,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OMD
NMU,Neuromedin U,Protein Coding,41,GC04M055595,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMU
PIR,Pirin,Protein Coding,40,GC0XM015402,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIR
RHOD,Ras Homolog Family Member D,Protein Coding,40,GC11P070573,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOD
HHIPL2,HHIP Like 2,Protein Coding,38,GC01M222522,0.199239641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HHIPL2
BMPR2,Bone Morphogenetic Protein Receptor Type 2,Protein Coding,54,GC02P202376,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMPR2
ACVR2B,Activin A Receptor Type 2B,Protein Coding,52,GC03P038453,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR2B
CYCS,"Cytochrome C, Somatic",Protein Coding,51,GC07M025118,0.17254658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYCS
